index,total_in_score,total_out_score,id,title,abstract
2855,0,0,3946,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ברהנו טגניהפרסום ראשון: ככל הנראה מחר תיחתם עסקת טיעון בין ""בנות הקוקאין"", שניסו להבריח כ-15 קילוגרמים של קוקאין דרך נתב""ג, לבין הפרקליטות. נכון לעכשיו קיימת מחלוקת על גובה המאסר של הבנות בינן לבין הפרקליטות. פרטים בהמשך@N12chat"
2856,0,0,3947,Israeli-Palestinian Conflict Escalates Further (200 vertices),"°🔔ייתכן שהוריכם ואפילו אתם זכאים לקצבת סיעוד דרך הביטוח הסיעודי של קופת החולים?💵מדובר על סכום כולל של קצבאות סיעוד שיכול להגיעלמאות אלפי שקלים!😁בייחוד עכשיו – אסור להשאיר אף אחד לבד!זה מציל חיים!🔔במידה והוריכם (או אתם) זקוקים להשגחה יומיומית או סובלים מנפילות וחוסר יציבות,חשוב שתבדקו עוד היום את זכאותם לקבלת קצבה מהביטוח הסיעודי! לא זכית - לא שילמת!👍🌐לבדיקת זכאות חינם לחצו על הלינק הבא:https://bit.ly/3y3RTw6📞או התקשרו: 0723340515📱או בדקו זכאות במחשבון הווצאפ שלנו:https://bit.ly/3yQVHRUמגן מומחים - נלחמים בשבילך!💪✨"
2857,0,0,3955,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןחברת התקשורת הפלסטינית פאלטל: הופסקו כל שירותי התקשורת, הסלולר והאינטרנט ברצועה עזה@N12chat"
2858,0,0,3976,Israeli-Palestinian Conflict Escalates Further (200 vertices),"°🔥מבצע חיסול!ליטרלי.באופן בלעדי לגולשי אבו עלי אקספרס!🃏חפיסת קלפי מבוקשי חמאס🃏הכוללת 54 מנהיגים ופעילים הכי מבוקשים והכי מכוערים של ארגון הטרור חמאס☠️☠️☠️קלפים איכותיים, יוצרו בישראל🇮🇱אל תחמיצו- לפני שנחסל את כולם🔫🔫מגיע עם דף מדבקות ״חוסל״ כדי שתוכלו לעדכן בלייב את הקלפים🎯10% מההכנסות ייתרמו לרכישת ציודלחיילנו בצה""ל🫡משלוח חינם🚛בהזמנות של 2 חפיסות או יותר.להזמנות הכנסו:👇👇👇👇‏Gazasmostwanted.co.ilלפניות דרך הטלגרם👇@Gazasmostwanted"
2859,0,0,3980,Israeli-Palestinian Conflict Escalates Further (200 vertices),°אסור לפספס: היום מבצעי בלאק פריידי.הכירו את ערוץ הטלגרם שמוקדש כולו לקופונים בעלי אקספרס🔝שבשילוב עם משלוח חינם ומהיר לישראל🇮🇱מביא איתו דילים מ-ש-ו-ג-ע-י-ם בעד 90% הנחה😱כל הקופונים והדילים השווים ביותר מחכים לכם אצלנו בערוץ מהרו להצטרף👇https://t.me/+rly4Wc1Q-WczYTFkhttps://t.me/+rly4Wc1Q-WczYTFk
2860,0,0,3985,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןההרוג מפגיעת טיל הנ""ט בכפר יובל - ברק איילון ז""ל, חבר כיתת הכוננות של היישוב@N12chat"
2861,0,0,3991,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבוריהלוחמים טל פיליבה, איתן נאה וליאב אלוש ז""ל, ששמותיהם הותרו הבוקר לפרסום, נפלו כתוצאה מפיצוץ מטען וירי לעבר הכוח בדרום רצועת עזה. באותו הקרב  נפצע באורח קשה לוחם מיחידת דובדבן, חטיבת הקומנדו@N12chat"
2862,0,0,4031,Israeli-Palestinian Conflict Escalates Further (200 vertices),"עמית סגלהשר בני גנץ שוחח עם מזכיר המדינה האמריקני אנתוני בלינקן והודה לו על התמיכה החשובה של ארה""ב בישראל ועל הטלת הווטו במועצת הביטחון של האו""ם. בנוסף, גנץ ציין כי העלייה במתקפות מצד חיזבאללה בגיבוי איראן מחייבת את ישראל להסיר את האיום על יישובי הצפון, וכי על הקהילה הבין-לאומית לפעול מול לבנון כדי לעצור את התוקפנות באזור הגבול@N12chat"
2863,0,0,4036,Israeli-Palestinian Conflict Escalates Further (200 vertices),"תיעוד של תקיפות צה""ל מדרום לעיר צור מוקדם יותר הערב.כדי להגיב לכתבה לחצו כאן"
2864,0,0,4055,Israeli-Palestinian Conflict Escalates Further (200 vertices),"בן גולדפריינדהגרלת שמינית גמר ליגת האלופות: אלופת אירופה מנצ'סטר סיטי בהגרלה קלה נגד קונפהאגן, לייפציג תפגוש את ריאל מדריד ופריז סן ז'רמן עם קיליאן אמבאפה במשחק מול ריאל סוסיאדד. בנוסף, נאפולי תשחק נגד ברצלונה, לאציו תפגוש את באיירן מינכן, פורטו נגד ארסנל, פיינליסטית העונה שעברה אינטר נגד אתלטיקו מדריד ופ.ס.וו איינדהובן תתמודד מול דורטמונד@N12chat"
2865,0,0,4085,Israeli-Palestinian Conflict Escalates Further (200 vertices),"שני בירנבויםאוסטרליה: נציגי משפחות החטופים הגיעו לחוף בונדיי, עם מיצג של United With Israel וקבלת פנים חמה מהקהילה היהודית והישראלית. המשלחת סיפרה לתקשורת על המפגינים הפרו-פלסטינים שחיכו להם במלון במלבורן ואמרו שזה לא ישבור אותם, זה רק מוכיח את גודל השנאה. צילום: נוי מירן@N12chat"
2866,1,0,4117,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מקורות לבנוניים: הרוג פלסטיני ושני פצועים פלסטינים בתקיפת צה""ל👆 בסהל אלקלילה בדרום לבנון."
2867,1,0,4131,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןבהמשך לאזעקות בגליל העליון: כמה רקטות נפלו בשטח פתוח - ללא נזק. צה""ל תוקף בתגובה כעת@N12chat"
2868,0,10,4135,Israeli-Palestinian Conflict Escalates Further (200 vertices),"לי נעיםהמטבח מאכיל בימים אלו כ-200 עובדים, שבאים בכל בוקר לעבודה מהאזור אליו פונו, אך לא ישנים בקיבוץ. בתמונה - רונית קופקה, מנהלת ענף המזון בבארי יחד עם דוד דן, שף חדר האוכל שהגיע הבוקר לבארי אחרי כמעט חודשיים ללא תעסוקה. צילום: ארכיון קיבוץ בארי@N12chat"
2869,0,0,4143,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דסק החוץדובר המועצה לביטחון לאומי של ארה""ב, ג'ון קירבי, התייחס לסיוע ההומניטרי שנכנס לעזה: אתמול נכנסו 120 משאיות דרך כרם שלום וכ-70 נוספות ממעבר רפיח. ""אנחנו נמשיך לעבוד על מנת להגביר את הסיוע למי שבאמת צריך אותו"", אמר קירבי@N12chat"
2870,0,0,4149,Israeli-Palestinian Conflict Escalates Further (200 vertices),דפנה ליאלקריית מלאכי: ראש העיר המכהן ללו זוהר זכה בקדנציה נוספת@N12chat
2871,0,0,4150,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דובר צה""ל: אין נפגעים מירי טיל הנ""ט לעבר אביבים"
2872,0,0,4180,Israeli-Palestinian Conflict Escalates Further (200 vertices),תמיר סטיינמןשלטים ובלונים לכבוד 13 החטופים שחזרו לארץ. צולם על ידי ילדי קיבוץ חצרים@N12chat
2873,0,0,4299,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מעיין פרתיחברת הספנות הישראלית ""צים"" מעדכנת שאין לה קשר לאונייה שהותקפה על ידי איראן בסמוך להודו@N12chat"
2874,0,0,4320,Israeli-Palestinian Conflict Escalates Further (200 vertices),"בהמשך לזה👆דובר צה""ל:מחבלים שיגרו מספר טילי נ""ט לפני זמן קצר משטח לבנון לשטח ישראל במרחב מטולה, אין נפגעים. צה""ל תוקף בירי ארטילרי את מקורות הירי.כדי להגיב לכתבה לחצו כאן"
2875,0,0,4331,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ההרוג בתקרית ☝️ע""פ מקורות לבנוניים הוא אזרח לבנוני בשם מחמד רביע אלבקאעי ולא עיתונאי איראני כפי שנרמז תחילה."
2876,0,0,4348,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אזור בית החולים ""אלימן א-סעיד"" במחנה הפליטים ג'באליא בצפון הרצועה: קברים, לצד אשפה, לצד התור לקבלת מים.כדי להגיב לכתבה לחצו כאן"
2877,0,0,4351,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אילנית אדלרתחזית מזג האוויר: גשם מקומי צפוי ברוב אזורי הארץ, כולל סופות רעמים וברקים וחשש לשיטפונות בנחלי הדרום והמרכז. בשעות אחר הצוהריים והערב צפויה רגיעה בכמות הגשם@N12chat"
2878,0,0,4366,Israeli-Palestinian Conflict Escalates Further (200 vertices),"התברר שהקשיש החביב לא שומע כל כך, גם אם צועקים לעברו ממש ממש מקרוב..הוא פשוט לא שמע את התקיפה הישראלית..."
2879,0,0,4380,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסהפצוע מירי הנ""ט בגבול לבנון: שומר של הכנסייה המפורסמת באיקרית@N12chat"
2880,0,0,4381,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןאזקעות נשמעו לפני זמן קצר בקריית שמונה ומרגליות. לא דווח על נפגעים, 2 נפילות זוהו בשטח פתוח באזור מרגליות@N12chat"
2881,0,0,4405,Israeli-Palestinian Conflict Escalates Further (200 vertices),ספיר ליפקיןעוד הוא ציין שיש אינדיקציות חיוביות משני הצדדים לגבי הארכת הפסקת האש@N12chat
2882,0,0,4418,Israeli-Palestinian Conflict Escalates Further (200 vertices),"קולאז' טוב יותר של 3 המחבלים👆אותם חיסל צה""ל הבוקר בקבאטיה - פעילים צבאיים של הג'האד האסלאמי.תגובה אחת"
2883,0,1,4439,Israeli-Palestinian Conflict Escalates Further (200 vertices),"תיעוד נוסף (ומרשים) של תקיפות ""חגורת אש"" מוקדם יותר היום בח'אן יונס(דרום הרצועה).User sent a document"
2884,0,1,4480,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגממשלת בריטניה הודיעה שביצעה מבצע משותף עם ירדן להצנחת סיוע הומניטרי לבית חולים בצפון רצועת עזה@N12chat
2885,0,0,4491,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אסף רוזנצוייגדיווח בטלגרף: בריטניה נערכת לפרוס בים סוף את נושאת המטוסים ""המלכה אליזבת"" או נושאת המטוסים ""נסיך וויילס"" כדי להחליף את נושאת המטוסים האמריקנית דווייט אייזנהאוור שצפויה לחזור לארה""ב@N12chat"
2886,0,0,4494,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסצה""ל השלים סבב תקיפות של מטרות טרור בשטח לבנון | מטוסי קרב וכלי טיס של חיל האוויר השמידו מספר תשתיות טרור, לצד אתרים צבאיים בהם פעלו מחבלי חיזבאללה ועמדות שיגור. בנוסף, הותקפה חוליית מחבלים שפעלה במרחב חולא. עוד נמסר מדובר צה""ל כי לוחמי ההגנה האווירית יירטו בהצלחה מטרה אווירית חשודה שחצתה משטח לבנון, אזעקה הופעלה בקריית שמונה בעקבות היירוט. כמו כן, זוהו מספר שיגורים משטח לבנון לעבר מרחב אדמית - חמישה לוחמי צה""ל במילואים נפצעו קל@N12chat"
